FC gene
2.09073307542268 ADGRB2
-1.11648732444411 ADGRB3
0.623787588505565 ADGRD1
4.91206311549338 ADGRE1
-0.124563016473078 ADGRE2
1.77178881524894 ADGRE4P
0.0782177631465145 ADGRE5
1.56071678800464 ADGRF3
0.854936037922914 ADGRF4
-1.06861731371957 ADGRF5P2
1.64352849394993 ADGRG1
3.50456985024354 ADGRG3
3.11060777515645 ADGRG5
3.96562674828401 ADGRG6
0.854936037922914 ADGRG7
-0.808143414500094 ADGRL1
-0.0573258577542294 ADGRL2
1.71793140994887 ADGRL3
-0.586573240884723 ADGRV1
-0.521767131088871 ADH5
-1.5877032843384 ADH5P4
3.90044624329097 ADH7
-0.463073282327236 ADHFE1
0.173828355627016 ADI1
-1.06861731371957 ADIPOQ
-0.246479223646842 ADIPOR1
0.73860877933579 ADIPOR2
1.91698857725052 ADIRF
-0.820859465598178 ADISSP
-0.50192320457401 ADK
2.37239895264534 ADM
3.47662492214672 ADM2
-0.551930302937579 ADM5
0.0205203034875341 ADNP
-0.402656642981496 ADNP2
0.120435030866711 ADO
3.84711258320776 ADORA2A
-0.950641226872595 ADORA2B
1.77178881524894 ADORA3
-0.200277981922347 ADPGK
1.04865439438483 ADPRH
1.83935618986752 ADPRHL1
0.574159158514006 ADPRM
0.0746105829526624 ADPRS
1.70961541424193 ADRA1A
0.854936037922914 ADRA1B
-0.109938426108003 ADRA1D
-0.0150780785619961 ADRA2C
0.759417131435512 ADRB1
-1.06861731371957 ADRB2
-0.22473204821014 ADRM1
-0.223038166109003 ADSL
1.28224215976114 ADSS1
-0.334980587365276 ADSS2
0.173748091122821 ADTRP
2.04314159650148 AEBP1
-0.367514595493189 AEBP2
-0.444125687520085 AEN
2.66476222817948 AFAP1
-1.95185202932139 AFAP1L1
-0.106834818966584 AFAP1L2
-0.0766246102346687 AFDN
-0.253547072337834 AFF1
1.20851604513687 AFF2
2.74154888918781 AFF3
0.552962684464472 AFF4
-0.415847014379981 AFG1L
-0.411955148828997 AFG2A
-0.112373550988568 AFG2B
-0.0198454845631366 AFG3L1P
-0.216585125395734 AFG3L2
